DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,AT,2023,2.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,BE,2023,2.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,BG,2023,2.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,CH,2023,4.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,CY,2023,4.1,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,CZ,2023,1.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,DE,2023,2.3,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,DK,2023,2.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,EA19,2023,2.3,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,EE,2023,2.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,EL,2023,1.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,ES,2023,1.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,EU27_2020,2023,2.3,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,FI,2023,1.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,FR,2023,2.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,HU,2023,1.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,IE,2023,4.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,IS,2023,2.5,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,IT,2023,2.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,LT,2023,2.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,LU,2023,10.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,LV,2023,1.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,MK,2023,1.5,e
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,MT,2023,5.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,NL,2023,2.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,NO,2023,1.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,PL,2023,2.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,PT,2023,1.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,RO,2023,1.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,SE,2023,2.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,SI,2023,1.8,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,K,EMP_DC,SK,2023,1.8,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,AT,2023,1.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,BE,2023,0.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,BG,2023,0.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,CH,2023,1.3,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,CY,2023,0.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,CZ,2023,1.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,DE,2023,1.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,DK,2023,1.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,EA19,2023,1.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,EE,2023,2.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,EL,2023,0.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,ES,2023,1.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,EU27_2020,2023,1.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,FI,2023,1.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,FR,2023,1.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,HU,2023,1.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,IE,2023,0.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,IS,2023,0.9,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,IT,2023,0.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,LT,2023,1.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,LU,2023,1.1,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,LV,2023,2.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,MK,2023,0.4,e
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,MT,2023,1.3,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,NL,2023,0.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,NO,2023,1.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,PL,2023,0.9,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,PT,2023,0.9,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,RO,2023,0.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,SE,2023,1.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,SI,2023,0.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,L,EMP_DC,SK,2023,1.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,AT,2023,12.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,BE,2023,20.5,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,BG,2023,7.3,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,CH,2023,15.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,CY,2023,10.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,CZ,2023,8.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,DE,2023,13.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,DK,2023,11.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,EA19,2023,14.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,EE,2023,8.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,EL,2023,9.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,ES,2023,12.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,EU27_2020,2023,12.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,FI,2023,13.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,FR,2023,16.3,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,HU,2023,12.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,IE,2023,10.8,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,IS,2023,9.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,IT,2023,13.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,LT,2023,9.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,LU,2023,17.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,LV,2023,8.3,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,MK,2023,6.6,e
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,MT,2023,17.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,NL,2023,20.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,NO,2023,10.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,PL,2023,7.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,PT,2023,12.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,RO,2023,4.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,SE,2023,12.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,SI,2023,12.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,M_N,EMP_DC,SK,2023,11.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,AT,2023,23.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,BE,2023,30.8,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,BG,2023,17.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,CH,2023,25.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,CY,2023,19.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,CZ,2023,19.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,DE,2023,26.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,DK,2023,30.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,EA19,2023,24.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,EE,2023,23.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,EL,2023,22.1,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,ES,2023,23.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,EU27_2020,2023,24.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,FI,2023,30.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,FR,2023,28.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,HU,2023,20.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,IE,2023,27.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,IS,2023,29.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,IT,2023,19.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,LT,2023,22.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,LU,2023,22.1,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,LV,2023,21.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,MK,2023,17.3,e
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,MT,2023,21.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,NL,2023,27.5,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,NO,2023,35.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,PL,2023,21.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,PT,2023,21.3,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,RO,2023,13.6,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,SE,2023,33.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,SI,2023,19.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,O-Q,EMP_DC,SK,2023,20.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,AT,2023,4.4,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,BE,2023,4.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,BG,2023,3.5,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,CH,2023,6.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,CY,2023,9.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,CZ,2023,3.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,DE,2023,6.5,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,DK,2023,5.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,EA19,2023,6.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,EE,2023,5.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,EL,2023,4.7,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,ES,2023,8.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,EU27_2020,2023,5.9,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,FI,2023,5.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,FR,2023,5.4,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,HU,2023,5.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,IE,2023,4.6,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,IS,2023,5.3,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,IT,2023,9.5,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,LT,2023,4.3,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,LU,2023,4.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,LV,2023,4.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,MK,2023,3.2,e
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,MT,2023,6.7,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,NL,2023,4.3,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,NO,2023,4.1,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,PL,2023,4.1,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,PT,2023,5.2,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,RO,2023,2.5,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,SE,2023,4.8,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,SI,2023,4.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,R-U,EMP_DC,SK,2023,3.2,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,AT,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,BE,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,BG,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,CH,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,CY,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,CZ,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,DE,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,DK,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,EA19,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,EE,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,EL,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,ES,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,EU27_2020,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,FI,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,FR,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,HU,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,IE,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,IS,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,IT,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,LT,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,LU,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,LV,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,MK,2023,100.0,e
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,MT,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,NL,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,NO,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,PL,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,PT,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,RO,2023,100.0,p
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,SE,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,SI,2023,100.0,
ESTAT:NAMA_10_A10_E(1.0),19/04/24 11:00:00,A,PC_TOT_PER,TOTAL,EMP_DC,SK,2023,100.0,
